,uf_unique_,stop_id,name,operator,mode,direction,route_id,related_ro,related__1,related__2,headway_av,headway__1,headway__2,headway__3,hourly_arr,hourly_a_1,hourly_a_2,hourly_a_3,total_arri,total_ar_1,geometry_k,geometry
104,f-9q9-scmtdcom_114,1097R,Green Valley Rd & Freedom Blvd,Santa Cruz Metro,Bus,1,71,71,Santa Cruz / Watsonville,710024,60.0,59.0,60.36,72.0,1.0,1.0,0.94,0.69,15.0,11.0,ad8362dc9e3a6144,POINT (-121.772751 36.935593)
105,f-9q9-scmtdcom_115,1097R,Green Valley Rd & Freedom Blvd,Santa Cruz Metro,Bus,0,74S,74S,PVHS / Watsonville Hospital,74S0004,,,,,,,0.06,,1.0,,ad8362dc9e3a6144,POINT (-121.772751 36.935593)
106,f-9q9-scmtdcom_116,1097R,Green Valley Rd & Freedom Blvd,Santa Cruz Metro,Bus,1,71,71,Santa Cruz / Watsonville,710029,,,,,,,,0.06,,1.0,ad8362dc9e3a6144,POINT (-121.772751 36.935593)
107,f-9q9-scmtdcom_117,1098R,Green Valley Rd & Holohan Rd (The Towers),Santa Cruz Metro,Bus,0,71,71,Santa Cruz / Watsonville,710011,,48.0,59.69,73.27,0.5,1.0,0.88,0.75,14.0,12.0,dbe411f6ac9b484c,POINT (-121.770195 36.939835)
108,f-9q9-scmtdcom_118,1098R,Green Valley Rd & Holohan Rd (The Towers),Santa Cruz Metro,Bus,0,71,71,Santa Cruz / Watsonville,710027,60.0,48.0,59.64,71.5,1.0,1.0,0.94,0.69,17.0,13.0,dbe411f6ac9b484c,POINT (-121.770195 36.939835)
109,f-9q9-scmtdcom_119,1099R,Green Valley Rd & Holohan Rd (The Towers),Santa Cruz Metro,Bus,1,71,71,Santa Cruz / Watsonville,710028,60.0,59.0,60.4,73.73,1.0,1.0,1.0,0.75,18.0,12.0,67e0c31a98ed525a,POINT (-121.77005 36.939571)
110,f-9q9-scmtdcom_120,1099R,Green Valley Rd & Holohan Rd (The Towers),Santa Cruz Metro,Bus,1,71,71,Santa Cruz / Watsonville,710024,60.0,58.0,60.36,72.0,1.0,1.0,0.94,0.69,15.0,11.0,67e0c31a98ed525a,POINT (-121.77005 36.939571)
111,f-9q9-scmtdcom_121,1099R,Green Valley Rd & Holohan Rd (The Towers),Santa Cruz Metro,Bus,0,74S,74S,PVHS / Watsonville Hospital,74S0004,,,,,,,0.06,,1.0,,67e0c31a98ed525a,POINT (-121.77005 36.939571)
112,f-9q9-scmtdcom_122,1099R,Green Valley Rd & Holohan Rd (The Towers),Santa Cruz Metro,Bus,1,71,71,Santa Cruz / Watsonville,710029,,,,,,,,0.06,,1.0,67e0c31a98ed525a,POINT (-121.77005 36.939571)
113,f-9q9-scmtdcom_123,1100R,Green Valley Rd & Carnation Dr (Medical Plaza),Santa Cruz Metro,Bus,1,71,71,Santa Cruz / Watsonville,710028,60.0,59.0,60.4,73.73,1.0,1.0,1.0,0.75,18.0,12.0,22439a3b03c5ecfe,POINT (-121.770973 36.937897)
114,f-9q9-scmtdcom_124,1100R,Green Valley Rd & Carnation Dr (Medical Plaza),Santa Cruz Metro,Bus,1,71,71,Santa Cruz / Watsonville,710024,60.0,58.0,60.36,72.0,1.0,1.0,0.94,0.69,15.0,11.0,22439a3b03c5ecfe,POINT (-121.770973 36.937897)
115,f-9q9-scmtdcom_125,1100R,Green Valley Rd & Carnation Dr (Medical Plaza),Santa Cruz Metro,Bus,0,74S,74S,PVHS / Watsonville Hospital,74S0004,,,,,,,0.06,,1.0,,22439a3b03c5ecfe,POINT (-121.770973 36.937897)
116,f-9q9-scmtdcom_126,1100R,Green Valley Rd & Carnation Dr (Medical Plaza),Santa Cruz Metro,Bus,1,71,71,Santa Cruz / Watsonville,710029,,,,,,,,0.06,,1.0,22439a3b03c5ecfe,POINT (-121.770973 36.937897)
117,f-9q9-scmtdcom_127,1101R,Green Valley Rd & Amesti Rd,Santa Cruz Metro,Bus,0,72,72,Hospital / Pinto Lake,720004,60.0,60.0,60.0,,1.0,1.0,0.75,,12.0,,74ab2588c4f847fb,POINT (-121.766762 36.946037)
118,f-9q9-scmtdcom_128,1101R,Green Valley Rd & Amesti Rd,Santa Cruz Metro,Bus,1,75,75,Green Valley,750009,60.0,60.0,60.17,70.2,1.0,1.0,0.81,0.69,14.0,11.0,74ab2588c4f847fb,POINT (-121.766762 36.946037)
119,f-9q9-scmtdcom_129,1101R,Green Valley Rd & Amesti Rd,Santa Cruz Metro,Bus,1,72W,72W,Green Valley - Corralitos,72W0003,,,,121.0,,,,0.31,,5.0,74ab2588c4f847fb,POINT (-121.766762 36.946037)
120,f-9q9-scmtdcom_130,1102R,Green Valley Rd & Amesti Rd,Santa Cruz Metro,Bus,0,75,75,Green Valley,750008,60.0,60.0,60.17,70.2,1.0,1.0,0.81,0.69,14.0,11.0,7ad2136a8c89572,POINT (-121.766525 36.945976)
121,f-9q9-scmtdcom_131,1103R,Green Valley Rd & Behler Rd (Pinto Lake Pk),Santa Cruz Metro,Bus,0,75,75,Green Valley,750008,60.0,60.0,60.17,70.2,1.0,1.0,0.81,0.69,14.0,11.0,ed915bf6f1dc36cd,POINT (-121.765282 36.948223)
122,f-9q9-scmtdcom_132,1105R,Green Valley Rd & Mello View Ln,Santa Cruz Metro,Bus,0,72,72,Hospital / Pinto Lake,720004,60.0,60.0,60.0,,1.0,1.0,0.75,,12.0,,5d83857b2016c430,POINT (-121.764969 36.950825)
123,f-9q9-scmtdcom_133,1105R,Green Valley Rd & Mello View Ln,Santa Cruz Metro,Bus,1,75,75,Green Valley,750009,60.0,60.0,60.17,70.2,1.0,1.0,0.81,0.69,14.0,11.0,5d83857b2016c430,POINT (-121.764969 36.950825)
124,f-9q9-scmtdcom_134,1105R,Green Valley Rd & Mello View Ln,Santa Cruz Metro,Bus,1,72W,72W,Green Valley - Corralitos,72W0003,,,,121.0,,,,0.31,,5.0,5d83857b2016c430,POINT (-121.764969 36.950825)
125,f-9q9-scmtdcom_135,1106R,Green Valley Rd & Minto Rd,Santa Cruz Metro,Bus,0,75,75,Green Valley,750008,60.0,60.0,60.17,70.2,1.0,1.0,0.81,0.69,14.0,11.0,7b2d688cde52ed3a,POINT (-121.764816 36.951668)
126,f-9q9-scmtdcom_136,1109R,Green Valley Rd & Trembly Ln,Santa Cruz Metro,Bus,0,75,75,Green Valley,750008,60.0,60.0,60.17,70.2,1.0,1.0,0.81,0.69,14.0,11.0,17ad089d11baf2dc,POINT (-121.764832 36.958069)
127,f-9q9-scmtdcom_137,1110R,Green Valley Rd & Klassen Ln,Santa Cruz Metro,Bus,0,72,72,Hospital / Pinto Lake,720004,60.0,60.0,60.0,,1.0,1.0,0.75,,12.0,,995b885eb71f3f84,POINT (-121.765038 36.961384)
128,f-9q9-scmtdcom_138,1110R,Green Valley Rd & Klassen Ln,Santa Cruz Metro,Bus,1,75,75,Green Valley,750009,60.0,60.0,60.17,70.2,1.0,1.0,0.81,0.69,14.0,11.0,995b885eb71f3f84,POINT (-121.765038 36.961384)
129,f-9q9-scmtdcom_139,1110R,Green Valley Rd & Klassen Ln,Santa Cruz Metro,Bus,1,72W,72W,Green Valley - Corralitos,72W0003,,,,121.0,,,,0.31,,5.0,995b885eb71f3f84,POINT (-121.765038 36.961384)
130,f-9q9-scmtdcom_140,1111R,Green Valley Rd & Klassen Ln,Santa Cruz Metro,Bus,0,75,75,Green Valley,750008,60.0,60.0,60.17,70.2,1.0,1.0,0.81,0.69,14.0,11.0,f330e995497c5486,POINT (-121.764877 36.961143)
131,f-9q9-scmtdcom_141,1112R,Green Valley Rd & Dalton Ln,Santa Cruz Metro,Bus,0,75,75,Green Valley,750008,60.0,60.0,60.17,70.2,1.0,1.0,0.81,0.69,14.0,11.0,3f836c3ba6ec0f78,POINT (-121.764847 36.963707)
132,f-9q9-scmtdcom_142,1113R,Green Valley Rd & Rancho Todos Santos Rd,Santa Cruz Metro,Bus,0,72,72,Hospital / Pinto Lake,720004,60.0,60.0,60.0,,1.0,1.0,0.75,,12.0,,eadc50eb68445fc3,POINT (-121.76506 36.963921)
133,f-9q9-scmtdcom_143,1113R,Green Valley Rd & Rancho Todos Santos Rd,Santa Cruz Metro,Bus,1,75,75,Green Valley,750009,60.0,60.0,60.17,70.2,1.0,1.0,0.81,0.69,14.0,11.0,eadc50eb68445fc3,POINT (-121.76506 36.963921)
134,f-9q9-scmtdcom_144,1113R,Green Valley Rd & Rancho Todos Santos Rd,Santa Cruz Metro,Bus,1,72W,72W,Green Valley - Corralitos,72W0003,,,,120.75,,,,0.31,,5.0,eadc50eb68445fc3,POINT (-121.76506 36.963921)
135,f-9q9-scmtdcom_145,1116R,Hangar Way & Airport Blvd,Santa Cruz Metro,Bus,1,69A,69A,Capitola Rd. / Watsonville via Airport Blvd.,69A0006,60.0,,60.18,60.2,1.0,0.5,0.75,0.69,12.0,11.0,b010fe3a4fc55d7d,POINT (-121.791168 36.930271)
136,f-9q9-scmtdcom_146,1118R,Herman Ave (Rolling Hills Middle School),Santa Cruz Metro,Bus,0,74S,74S,PVHS / Watsonville Hospital,74S0004,,,,,,,0.06,,1.0,,e2ff0a503cca67b0,POINT (-121.784691 36.924446)
137,f-9q9-scmtdcom_147,1127R,Lakeview Rd & Parkwood Dr,Santa Cruz Metro,Bus,0,79,79,East Lake / Crestview,790008,,,120.0,240.0,0.5,,0.31,0.19,5.0,3.0,c196d1d03698048,POINT (-121.732437 36.931274)
138,f-9q9-scmtdcom_148,1130R,Kralj Dr & Lawrence Ave,Santa Cruz Metro,Bus,0,74S,74S,PVHS / Watsonville Hospital,74S0004,,,,,,,0.06,,1.0,,44ca90a26eb8f729,POINT (-121.783279 36.922462)
139,f-9q9-scmtdcom_149,1136R,Main & Rodriguez,Santa Cruz Metro,Bus,0,71,71,Santa Cruz / Watsonville,710027,60.0,46.0,59.64,71.5,1.0,1.0,0.94,0.69,17.0,13.0,cc068785889f4d89,POINT (-121.763763 36.9151)
140,f-9q9-scmtdcom_150,1136R,Main & Rodriguez,Santa Cruz Metro,Bus,1,75,75,Green Valley,750009,60.0,60.0,60.15,70.2,1.0,1.0,0.88,0.69,14.0,11.0,cc068785889f4d89,POINT (-121.763763 36.9151)
141,f-9q9-scmtdcom_151,1137R,Main & Auto Center Dr,Santa Cruz Metro,Bus,0,71,71,Santa Cruz / Watsonville,710027,60.0,46.0,59.64,71.5,1.0,1.0,0.94,0.69,17.0,13.0,70370460b0092e8f,POINT (-121.767921 36.915791)
142,f-9q9-scmtdcom_152,1137R,Main & Auto Center Dr,Santa Cruz Metro,Bus,0,72,72,Hospital / Pinto Lake,720004,60.0,60.0,60.0,,1.0,1.0,0.75,,12.0,,70370460b0092e8f,POINT (-121.767921 36.915791)
143,f-9q9-scmtdcom_153,1137R,Main & Auto Center Dr,Santa Cruz Metro,Bus,1,75,75,Green Valley,750009,60.0,60.0,60.15,70.2,1.0,1.0,0.88,0.69,14.0,11.0,70370460b0092e8f,POINT (-121.767921 36.915791)
144,f-9q9-scmtdcom_154,1137R,Main & Auto Center Dr,Santa Cruz Metro,Bus,1,72W,72W,Green Valley - Corralitos,72W0003,,,,121.5,,,,0.31,,5.0,70370460b0092e8f,POINT (-121.767921 36.915791)
145,f-9q9-scmtdcom_155,1139R,Main & Pennsylvania Dr,Santa Cruz Metro,Bus,0,69W,69W,Capitola Rd. / Cabrillo / Watsonville,69W0005,64.0,55.0,60.0,59.3,1.0,1.0,0.94,0.69,15.0,11.0,7464851cd0ce26dd,POINT (-121.771217 36.91634)
146,f-9q9-scmtdcom_156,1139R,Main & Pennsylvania Dr,Santa Cruz Metro,Bus,0,71,71,Santa Cruz / Watsonville,710027,60.0,46.0,59.64,71.5,1.0,1.0,0.94,0.69,17.0,13.0,7464851cd0ce26dd,POINT (-121.771217 36.91634)
147,f-9q9-scmtdcom_157,1139R,Main & Pennsylvania Dr,Santa Cruz Metro,Bus,0,72,72,Hospital / Pinto Lake,720004,60.0,60.0,60.0,,1.0,1.0,0.75,,12.0,,7464851cd0ce26dd,POINT (-121.771217 36.91634)
148,f-9q9-scmtdcom_158,1139R,Main & Pennsylvania Dr,Santa Cruz Metro,Bus,1,75,75,Green Valley,750009,60.0,60.0,60.15,70.2,1.0,1.0,0.88,0.69,14.0,11.0,7464851cd0ce26dd,POINT (-121.771217 36.91634)
149,f-9q9-scmtdcom_159,1139R,Main & Pennsylvania Dr,Santa Cruz Metro,Bus,0,91X,91X,Commuter Express Santa Cruz / Watsonville,91X0010,47.5,,58.78,,1.5,,0.62,,10.0,,7464851cd0ce26dd,POINT (-121.771217 36.91634)
150,f-9q9-scmtdcom_160,1139R,Main & Pennsylvania Dr,Santa Cruz Metro,Bus,1,72W,72W,Green Valley - Corralitos,72W0003,,,,121.5,,,,0.31,,5.0,7464851cd0ce26dd,POINT (-121.771217 36.91634)
151,f-9q9-scmtdcom_161,1141R,Main & Clifford Ave,Santa Cruz Metro,Bus,1,69W,69W,Capitola Rd. / Cabrillo / Watsonville,69W0006,65.0,60.0,60.33,60.0,1.0,1.0,1.0,0.75,16.0,12.0,674ded983ce8b216,POINT (-121.776237 36.917484)
152,f-9q9-scmtdcom_162,1141R,Main & Clifford Ave,Santa Cruz Metro,Bus,1,71,71,Santa Cruz / Watsonville,710028,60.0,60.0,60.4,73.64,1.0,1.0,1.0,0.75,18.0,12.0,674ded983ce8b216,POINT (-121.776237 36.917484)
153,f-9q9-scmtdcom_163,1141R,Main & Clifford Ave,Santa Cruz Metro,Bus,0,72,72,Hospital / Pinto Lake,720004,60.0,,60.0,,1.0,0.5,0.75,,12.0,,674ded983ce8b216,POINT (-121.776237 36.917484)
154,f-9q9-scmtdcom_164,1141R,Main & Clifford Ave,Santa Cruz Metro,Bus,0,75,75,Green Valley,750008,60.0,60.0,60.08,70.1,1.0,1.0,0.81,0.69,14.0,11.0,674ded983ce8b216,POINT (-121.776237 36.917484)
155,f-9q9-scmtdcom_165,1141R,Main & Clifford Ave,Santa Cruz Metro,Bus,0,72W,72W,Green Valley - Corralitos,72W0002,,,,120.0,,,,0.31,,5.0,674ded983ce8b216,POINT (-121.776237 36.917484)
156,f-9q9-scmtdcom_166,1142R,Main & Ohlone Pkwy,Santa Cruz Metro,Bus,0,69W,69W,Capitola Rd. / Cabrillo / Watsonville,69W0005,64.0,55.0,60.0,59.3,1.0,1.0,0.94,0.69,15.0,11.0,46ae62a9b3031e64,POINT (-121.776535 36.91724)
157,f-9q9-scmtdcom_167,1142R,Main & Ohlone Pkwy,Santa Cruz Metro,Bus,0,71,71,Santa Cruz / Watsonville,710027,60.0,46.0,59.64,71.5,1.0,1.0,0.94,0.69,17.0,13.0,46ae62a9b3031e64,POINT (-121.776535 36.91724)
158,f-9q9-scmtdcom_168,1142R,Main & Ohlone Pkwy,Santa Cruz Metro,Bus,0,72,72,Hospital / Pinto Lake,720004,60.0,60.0,60.0,,1.0,1.0,0.75,,12.0,,46ae62a9b3031e64,POINT (-121.776535 36.91724)
159,f-9q9-scmtdcom_169,1142R,Main & Ohlone Pkwy,Santa Cruz Metro,Bus,1,75,75,Green Valley,750009,60.0,60.0,60.15,70.2,1.0,1.0,0.88,0.69,14.0,11.0,46ae62a9b3031e64,POINT (-121.776535 36.91724)
160,f-9q9-scmtdcom_170,1142R,Main & Ohlone Pkwy,Santa Cruz Metro,Bus,1,72W,72W,Green Valley - Corralitos,72W0003,,,,121.5,,,,0.31,,5.0,46ae62a9b3031e64,POINT (-121.776535 36.91724)
161,f-9q9-scmtdcom_171,1143R,Main & S Green Valley,Santa Cruz Metro,Bus,1,69W,69W,Capitola Rd. / Cabrillo / Watsonville,69W0006,65.0,59.0,60.33,60.0,1.0,1.0,1.0,0.75,16.0,12.0,cb5c889d6a82a751,POINT (-121.78241 36.918545)
162,f-9q9-scmtdcom_172,1143R,Main & S Green Valley,Santa Cruz Metro,Bus,0,72,72,Hospital / Pinto Lake,720004,60.0,,60.0,,1.0,0.5,0.75,,12.0,,cb5c889d6a82a751,POINT (-121.78241 36.918545)
163,f-9q9-scmtdcom_173,1143R,Main & S Green Valley,Santa Cruz Metro,Bus,0,75,75,Green Valley,750008,60.0,60.0,60.08,70.1,1.0,1.0,0.81,0.69,14.0,11.0,cb5c889d6a82a751,POINT (-121.78241 36.918545)
164,f-9q9-scmtdcom_174,1143R,Main & S Green Valley,Santa Cruz Metro,Bus,1,91X,91X,Commuter Express Santa Cruz / Watsonville,91X0014,60.0,,62.89,,1.0,,0.62,,11.0,,cb5c889d6a82a751,POINT (-121.78241 36.918545)
165,f-9q9-scmtdcom_175,1143R,Main & S Green Valley,Santa Cruz Metro,Bus,1,71,71,Santa Cruz / Watsonville,710029,,,,,,,,0.06,,1.0,cb5c889d6a82a751,POINT (-121.78241 36.918545)
166,f-9q9-scmtdcom_176,1143R,Main & S Green Valley,Santa Cruz Metro,Bus,0,72W,72W,Green Valley - Corralitos,72W0002,,,,120.0,,,,0.31,,5.0,cb5c889d6a82a751,POINT (-121.78241 36.918545)
167,f-9q9-scmtdcom_177,1144R,Main & S Green Valley,Santa Cruz Metro,Bus,0,69W,69W,Capitola Rd. / Cabrillo / Watsonville,69W0005,64.0,56.0,60.0,59.3,1.0,1.0,0.94,0.69,15.0,11.0,95e98ec0509b93a5,POINT (-121.782959 36.918312)
168,f-9q9-scmtdcom_178,1144R,Main & S Green Valley,Santa Cruz Metro,Bus,0,72,72,Hospital / Pinto Lake,720004,60.0,60.0,60.0,,1.0,1.0,0.75,,12.0,,95e98ec0509b93a5,POINT (-121.782959 36.918312)
169,f-9q9-scmtdcom_179,1144R,Main & S Green Valley,Santa Cruz Metro,Bus,1,75,75,Green Valley,750009,60.0,60.0,60.15,70.2,1.0,1.0,0.88,0.69,14.0,11.0,95e98ec0509b93a5,POINT (-121.782959 36.918312)
170,f-9q9-scmtdcom_180,1144R,Main & S Green Valley,Santa Cruz Metro,Bus,0,91X,91X,Commuter Express Santa Cruz / Watsonville,91X0010,47.0,,58.44,,1.5,,0.62,,10.0,,95e98ec0509b93a5,POINT (-121.782959 36.918312)
171,f-9q9-scmtdcom_181,1144R,Main & S Green Valley,Santa Cruz Metro,Bus,1,72W,72W,Green Valley - Corralitos,72W0003,,,,121.5,,,,0.31,,5.0,95e98ec0509b93a5,POINT (-121.782959 36.918312)
172,f-9q9-scmtdcom_182,1145R,Martinelli & Brewington,Santa Cruz Metro,Bus,0,79,79,East Lake / Crestview,790008,,,120.0,240.0,0.5,,0.31,0.19,5.0,3.0,26f336305574c2a6,POINT (-121.759125 36.926193)
173,f-9q9-scmtdcom_183,1147R,Martinelli & Bronson,Santa Cruz Metro,Bus,0,79,79,East Lake / Crestview,790008,,,120.0,240.0,0.5,,0.31,0.19,5.0,3.0,afd3e613d64b5d70,POINT (-121.755745 36.927055)
174,f-9q9-scmtdcom_184,1149R,Martinelli & Washington,Santa Cruz Metro,Bus,0,79,79,East Lake / Crestview,790008,,,120.0,240.0,0.5,,0.31,0.19,5.0,3.0,13cb4b503e5bb257,POINT (-121.751091 36.926243)
175,f-9q9-scmtdcom_185,1151R,Manfre Rd & Larkin Valley Rd,Santa Cruz Metro,Bus,0,74S,74S,PVHS / Watsonville Hospital,74S0004,,,,,,,0.06,,1.0,,8f1facd663251c4,POINT (-121.80043 36.927223)
176,f-9q9-scmtdcom_186,1152R,Manfre Rd & Lucerne Ave,Santa Cruz Metro,Bus,0,74S,74S,PVHS / Watsonville Hospital,74S0004,,,,,,,0.06,,1.0,,fe13289108b72d0c,POINT (-121.798981 36.933067)
177,f-9q9-scmtdcom_187,1153R,Manfre Rd (#222),Santa Cruz Metro,Bus,0,74S,74S,PVHS / Watsonville Hospital,74S0004,,,,,,,0.06,,1.0,,1fb3163fa717e974,POINT (-121.79834 36.935547)
178,f-9q9-scmtdcom_188,1154R,Manfre Rd & Buena Vista Dr,Santa Cruz Metro,Bus,0,74S,74S,PVHS / Watsonville Hospital,74S0004,,,,,,,0.06,,1.0,,8156d9584fe44072,POINT (-121.797974 36.93935)
179,f-9q9-scmtdcom_189,1177R,Rodriguez & W 5th,Santa Cruz Metro,Bus,0,72,72,Hospital / Pinto Lake,720004,60.0,,60.0,,1.0,0.5,0.75,,12.0,,9031780a99cab0f9,POINT (-121.762352 36.911922)
180,f-9q9-scmtdcom_190,1177R,Rodriguez & W 5th,Santa Cruz Metro,Bus,0,72W,72W,Green Valley - Corralitos,72W0002,,,,120.0,,,,0.31,,5.0,9031780a99cab0f9,POINT (-121.762352 36.911922)
181,f-9q9-scmtdcom_191,1179R,Rodriguez & Ford,Santa Cruz Metro,Bus,0,72,72,Hospital / Pinto Lake,720004,60.0,,60.0,,1.0,0.5,0.75,,12.0,,aa6e9a1f29aa4732,POINT (-121.764084 36.913074)
182,f-9q9-scmtdcom_192,1179R,Rodriguez & Ford,Santa Cruz Metro,Bus,0,72W,72W,Green Valley - Corralitos,72W0002,,,,120.0,,,,0.31,,5.0,aa6e9a1f29aa4732,POINT (-121.764084 36.913074)
183,f-9q9-scmtdcom_193,1181R,Airport Blvd & Ross Ave,Santa Cruz Metro,Bus,0,69A,69A,Capitola Rd. / Watsonville via Airport Blvd.,69A0005,60.0,49.0,59.36,59.36,1.0,1.0,0.75,0.75,12.0,12.0,b4c2c697cd6c869a,POINT (-121.785034 36.933208)
184,f-9q9-scmtdcom_194,1182R,Shady Oaks Dr & Anna,Santa Cruz Metro,Bus,0,72,72,Hospital / Pinto Lake,720004,60.0,,60.0,,1.0,0.5,0.75,,12.0,,7813a857c394236c,POINT (-121.785385 36.925869)
185,f-9q9-scmtdcom_195,1183R,Shady Oaks Dr & Jeanette Way,Santa Cruz Metro,Bus,0,72,72,Hospital / Pinto Lake,720004,60.0,,60.0,,1.0,0.5,0.75,,12.0,,9a27290659f0ecd7,POINT (-121.785362 36.927441)
186,f-9q9-scmtdcom_196,1185R,Sunnyhills Dr & Shady Oaks Dr,Santa Cruz Metro,Bus,0,72,72,Hospital / Pinto Lake,720004,60.0,,60.0,,1.0,0.5,0.75,,12.0,,89dcf68b48c804,POINT (-121.78537 36.929909)
187,f-9q9-scmtdcom_197,1191R,Tuttle Ave & Cedar Dr,Santa Cruz Metro,Bus,0,79,79,East Lake / Crestview,790008,,,120.0,240.0,0.5,,0.31,0.19,5.0,3.0,3cc6345fc7100ecf,POINT (-121.741806 36.921505)
188,f-9q9-scmtdcom_198,1193R,Tuttle Ave & E Lake Ave,Santa Cruz Metro,Bus,0,79,79,East Lake / Crestview,790008,,,120.0,240.0,0.5,,0.31,0.19,5.0,3.0,57818af8ff4b3c67,POINT (-121.746529 36.922249)
189,f-9q9-scmtdcom_199,1209R,Aptos Beach Dr & Marina Ave,Santa Cruz Metro,Bus,0,55,55,Rio Del Mar,550012,,,240.0,,0.5,,0.19,,3.0,,deccccb49a97b460,POINT (-121.904785 36.969791)
190,f-9q9-scmtdcom_200,1209R,Aptos Beach Dr & Marina Ave,Santa Cruz Metro,Bus,0,55,55,Rio Del Mar,550011,,,240.0,300.0,,,0.12,0.12,2.0,2.0,deccccb49a97b460,POINT (-121.904785 36.969791)
191,f-9q9-scmtdcom_201,1216R,Bay Ave & Capitola Ave,Santa Cruz Metro,Bus,0,55,55,Rio Del Mar,550012,,,240.0,,,0.5,0.19,,3.0,,c55914629345de57,POINT (-121.953644 36.979069)
192,f-9q9-scmtdcom_202,1216R,Bay Ave & Capitola Ave,Santa Cruz Metro,Bus,0,55,55,Rio Del Mar,550011,,,240.0,300.0,,,0.12,0.12,2.0,2.0,c55914629345de57,POINT (-121.953644 36.979069)
193,f-9q9-scmtdcom_203,1217R,Bay Ave & Hill,Santa Cruz Metro,Bus,0,55,55,Rio Del Mar,550012,,,240.0,,,0.5,0.19,,3.0,,a0237578f5a17ed8,POINT (-121.95549 36.980904)
194,f-9q9-scmtdcom_204,1217R,Bay Ave & Hill,Santa Cruz Metro,Bus,0,55,55,Rio Del Mar,550011,,,240.0,300.0,,,0.12,0.12,2.0,2.0,a0237578f5a17ed8,POINT (-121.95549 36.980904)
195,f-9q9-scmtdcom_205,1219R,Bay & Columbia (Garfield Park Village),Santa Cruz Metro,Bus,0,19,19,UCSC via Lower Bay,190013,60.0,60.0,60.0,59.78,1.0,1.0,0.88,0.62,14.0,10.0,d2f3abecbda68fe6,POINT (-122.034164 36.962437)
196,f-9q9-scmtdcom_206,1220R,Bay & Columbia (Garfield Park Village),Santa Cruz Metro,Bus,0,19,19,UCSC via Lower Bay,190013,60.0,60.0,60.0,60.0,1.0,1.0,0.88,0.62,14.0,10.0,30f7d5b4984eb8d8,POINT (-122.033958 36.962482)
197,f-9q9-scmtdcom_207,1222R,Bay & Redwood,Santa Cruz Metro,Bus,0,19,19,UCSC via Lower Bay,190013,60.0,60.0,60.0,59.89,1.0,1.0,0.88,0.62,14.0,10.0,1a2c4d81d4516ec0,POINT (-122.036446 36.963928)
198,f-9q9-scmtdcom_208,1223R,Bay & Seaside,Santa Cruz Metro,Bus,0,19,19,UCSC via Lower Bay,190013,60.0,60.0,60.0,60.0,1.0,1.0,0.88,0.62,14.0,10.0,c91005086ff53660,POINT (-122.038521 36.965504)
199,f-9q9-scmtdcom_209,1224R,Bay & Seaside,Santa Cruz Metro,Bus,0,19,19,UCSC via Lower Bay,190013,60.0,60.0,60.0,60.0,1.0,1.0,0.88,0.62,14.0,10.0,15b12215b5fd48c5,POINT (-122.038338 36.965202)
200,f-9q9-scmtdcom_210,1225R,Bay & Mission (Bay View School),Santa Cruz Metro,Bus,0,19,19,UCSC via Lower Bay,190013,60.0,60.0,60.0,60.0,1.0,1.0,0.88,0.62,14.0,10.0,dc609ed410cd6f58,POINT (-122.039833 36.966209)
201,f-9q9-scmtdcom_211,1226R,Bay & Mission,Santa Cruz Metro,Bus,0,16,16,UCSC via Laurel East,160018,60.0,60.0,60.0,45.76,1.0,1.0,1.0,1.12,16.0,20.0,850d2eca7fa0458b,POINT (-122.040604 36.966919)
202,f-9q9-scmtdcom_212,1226R,Bay & Mission,Santa Cruz Metro,Bus,0,19,19,UCSC via Lower Bay,190013,60.0,60.0,60.0,60.0,1.0,1.0,0.88,0.62,14.0,10.0,850d2eca7fa0458b,POINT (-122.040604 36.966919)
203,f-9q9-scmtdcom_213,1227R,Bay & King,Santa Cruz Metro,Bus,0,16,16,UCSC via Laurel East,160018,60.0,60.0,60.0,45.76,1.0,1.0,1.0,1.12,16.0,20.0,f406121ccbc4f4a4,POINT (-122.043312 36.9683)
204,f-9q9-scmtdcom_214,1227R,Bay & King,Santa Cruz Metro,Bus,0,19,19,UCSC via Lower Bay,190013,60.0,60.0,60.0,60.0,1.0,1.0,0.88,0.62,14.0,10.0,f406121ccbc4f4a4,POINT (-122.043312 36.9683)
205,f-9q9-scmtdcom_215,1228R,Bay & Escalona Dr,Santa Cruz Metro,Bus,0,16,16,UCSC via Laurel East,160018,60.0,60.0,60.0,45.82,1.0,1.0,1.0,1.12,16.0,20.0,704321013a22f82f,POINT (-122.045906 36.96941)
206,f-9q9-scmtdcom_216,1228R,Bay & Escalona Dr,Santa Cruz Metro,Bus,0,19,19,UCSC via Lower Bay,190013,60.0,60.0,60.0,60.0,1.0,1.0,0.88,0.62,14.0,10.0,704321013a22f82f,POINT (-122.045906 36.96941)
207,f-9q9-scmtdcom_217,1230R,Bay Dr & Iowa Dr,Santa Cruz Metro,Bus,0,16,16,UCSC via Laurel East,160018,60.0,60.0,60.0,45.76,1.0,1.0,1.0,1.12,16.0,20.0,9de21aaab393b012,POINT (-122.0504 36.974297)
